"","ID","transponder"
"2030","B4P8392","288213A801AF0001"
"2031","B4H0087","D08213A801AF0001"
"2032","B4P8378","AD8213A801AF0001"
"2033","B4P8092","888213A801AF0001"
"2034","B4H0989","A58213A801AF0001"
"2035","B4P8023","408213A801AF0001"
"2036","B4H0088","6E8213A801AF0001"
"2037","B4H0089","BC8213A801AF0001"
"2038","B4P8569","BF0213A801AF0001"
"2039","B4H0090","428213A801AF0001"
"2040","B4H0091","9F0213A801AF0001"
"2041","B4P8335","5A8213A801AF0001"
"2042","B4P8114","F98213A801AF0001"
"2043","B4P8375","D68213A801AF0001"
"2044","B4H0092","E18213A801AF0001"
"2045","B4P8490","788213A801AF0001"
"2046","B4P8085","4F0213A801AF0001"
"2047","B4P8411","148213A801AF0001"
"2048","B4H0519","3C8213A801AF0001"
"2049","B4H0249","EC8213A801AF0001"
"2050","B4H0093","FF0213A801AF0001"
"2051","B4H0094","198213A801AF0001"
"2052","B4P8310","768213A801AF0001"
"2053","B4H0095","348213A801AF0001"
"2054","B4P8594","A08213A801AF0001"
"2055","B4P8235","D48213A801AF0001"
"2056","B4P8354","AA8213A801AF0001"
"2057","B4H0502","608213A801AF0001"
"2058","B4H0096","748213A801AF0001"
"2059","B4P8752","0C8213A801AF0001"
"2060","B4H0097","758213A801AF0001"
"2061","B4H0534","248213A801AF0001"
"2062","B4P8309","032213A801AF0001"
"2063","B4H0098","068213A801AF0001"
"2064","B4P8742","1C8213A801AF0001"
"2065","B4H0099","208213A801AF0001"
"2066","B4P8499","8A8213A801AF0001"
"2067","B4P8030","4B2213A801AF0001"
"2068","B4P8365","968213A801AF0001"
"2069","B4P8203","552213A801AF0001"
"2070","B4P8550","0D8213A801AF0001"
"2071","B4H0021","892213A801AF0001"
"2072","B4H0100","688213A801AF0001"
"2073","B4P8229","EB2213A801AF0001"
"2074","B4H0365","A52213A801AF0001"
"2075","B4H0366","E12213A801AF0001"
"2076","B4P8213","712213A801AF0001"
"2077","B4H0368","DE2213A801AF0001"
"2078","B4H0033","BD2213A801AF0001"
"2079","B4P8022","B12213A801AF0001"
"2080","B4P8766","192213A801AF0001"
"2081","B4H0369","512213A801AF0001"
"2082","B4P8286","B32213A801AF0001"
"2083","B4P8082","6E2213A801AF0001"
"2084","B4P8597","312213A801AF0001"
"2085","B4H0493","4D2213A801AF0001"
"2086","B4H0370","6B2213A801AF0001"
"2087","B4P8394","F92213A801AF0001"
"2088","B4H0371","752213A801AF0001"
"2089","B4H0372","832213A801AF0001"
"2090","B4H0373","F32213A801AF0001"
"2091","B4P8246","132213A801AF0001"
"2092","B4H0374","6D2213A801AF0001"
"2093","B4P8509","AB2213A801AF0001"
"2094","B4H0375","632213A801AF0001"
"2095","B4H0376","9B2213A801AF0001"
"2096","B4H0377","1E2213A801AF0001"
"2097","B4H0378","D52213A801AF0001"
"2098","B4P8480","012213A801AF0001"
"2099","B4H0538","3E2213A801AF0001"
"2100","B4H0379","ED2213A801AF0001"
"2101","B4H1063","652213A801AF0001"
"2102","B4P8565","A92213A801AF0001"
"2103","B4P8707","7D2213A801AF0001"
"2104","B4P8114","992213A801AF0001"
"2105","B4H0380","532213A801AF0001"
"2106","B4P8363","212213A801AF0001"
"2107","B4H0381","112213A801AF0001"
"2108","B4P8497","252213A801AF0001"
"2109","B4H0382","FE2213A801AF0001"
"2110","B4H0383","2D2213A801AF0001"
"2111","B4H0384","8D2213A801AF0001"
"2112","B4P8516","852213A801AF0001"
"2113","B4P8217","D12213A801AF0001"
"2114","B4P8336","F52213A801AF0001"
"2115","B4H0385","732213A801AF0001"
"2116","B4H0386","152213A801AF0001"
"2117","B4P8333","CB2213A801AF0001"
"2118","B4P8908","C52213A801AF0001"
"2119","B4H0387","0B2213A801AF0001"
"2120","B4H0388","232213A801AF0001"
"2121","B4P8737","5D2213A801AF0001"
"2122","B4H0389","692213A801AF0001"
"2123","B4H0390","612213A801AF0001"
"2124","B4H0391","BE2213A801AF0001"
"2125","B4H0392","FD2213A801AF0001"
"2126","B4H0393","432213A801AF0001"
"2127","B4H0394","B52213A801AF0001"
"2128","B4H0395","E52213A801AF0001"
"2129","B4H0396","0D2213A801AF0001"
"2130","B4H0397","C32213A801AF0001"
"2131","B4H0398","492213A801AF0001"
"2132","B4H0399","592213A801AF0001"
"2133","B4H0400","F12213A801AF0001"
"2134","B4P8767","912213A801AF0001"
"2135","B4P8769","A12213A801AF0001"
"2136","B4P8770","9D2213A801AF0001"
"2137","B4P8771","452213A801AF0001"
"2138","B4P8768","2B2213A801AF0001"
"2139","B4P8772","D9C213A801AF0001"
"2140","B4P8773","D6C213A801AF0001"
"2141","B4P8775","35C213A801AF0001"
"2142","B4P8776","09C213A801AF0001"
"2143","B4P8777","8EC213A801AF0001"
"2144","B4P8779","292213A801AF0001"
"2145","B4P8781","8B2213A801AF0001"
"2146","B4P8782","792213A801AF0001"
"2147","B4P8784","C92213A801AF0001"
"2148","B4P8786","092213A801AF0001"
"2149","B4P8788","932213A801AF0001"
"2150","B4P8778","EE2213A801AF0001"
"2151","B4P8780","352213A801AF0001"
"2152","B4P8783","DD2213A801AF0001"
"2153","B4P8785","952213A801AF0001"
"2154","B4P8787","7E2213A801AF0001"
"2155","B4P8789","1B2213A801AF0001"
"2156","B4P8790","3D2213A801AF0001"
"2157","B4P8791","CD2213A801AF0001"
"2158","B4P8792","1D2213A801AF0001"
"2159","B4P8793","B92213A801AF0001"
"2160","B4P8794","5E2213A801AF0001"
"2161","B4P8795","E32213A801AF0001"
"2162","B4P8796","D32213A801AF0001"
"2163","B4P8797","C6C213A801AF0001"
"2164","B4P8798","332213A801AF0001"
"2165","B4P8799","392213A801AF0001"
"2166","B4H0593","D92213A801AF0001"
"2167","B4P8135","76C213A801AF0001"
"2168","B4P8800","FAC213A801AF0001"
"2169","B4P8717","F1C213A801AF0001"
"2170","B4P8136","26C213A801AF0001"
"2171","B4H0588","5AC213A801AF0001"
"2172","B4P8137","812213A801AF0001"
"2173","B4P8138","B1C213A801AF0001"
"2174","B4P8139","C9C213A801AF0001"
"2175","B4P8140","0EC213A801AF0001"
"2176","B4H0591","19C213A801AF0001"
"2177","B4P8141","A9C213A801AF0001"
"2178","B4H0547","DAC213A801AF0001"
"2179","B4P8142","BFC213A801AF0001"
"2180","B4P8261","11C213A801AF0001"
"2181","B4H0382","AEC213A801AF0001"
"2182","B4P8143","6EC213A801AF0001"
"2183","B4P8144","3EC213A801AF0001"
"2184","B4H0523","9EC213A801AF0001"
"2185","B4P8145","5EC213A801AF0001"
"2186","B4P8442","29C213A801AF0001"
"2187","B4P8443","2AC213A801AF0001"
"2188","B4H0298","F9C213A801AF0001"
"2189","B4P8146","1AC213A801AF0001"
"2190","B4P8147","91C213A801AF0001"
"2191","B4P8148","F2C213A801AF0001"
"2192","B4H0010","AAC213A801AF0001"
"2193","B4P8149","96C213A801AF0001"
"2194","B4P8150","05C213A801AF0001"
"2195","B4P8151","69C213A801AF0001"
"2196","B4P8152","0AC213A801AF0001"
"2197","B4P8153","B9C213A801AF0001"
"2198","B4P8080","55C213A801AF0001"
"2199","B4P8113","7EC213A801AF0001"
"2200","B4P8154","B5C213A801AF0001"
"2201","B4P8155","31C213A801AF0001"
"2202","B4H0714","72C213A801AF0001"
"2203","B4P8156","EAC213A801AF0001"
"2204","B4P8425","32C213A801AF0001"
"2205","B4P8750","45C213A801AF0001"
"2206","B4H0498","51C213A801AF0001"
"2207","B4H0165","DEC213A801AF0001"
"2208","B4P8157","7BC213A801AF0001"
"2209","B4P8158","BAC213A801AF0001"
"2210","B4P8159","8AC213A801AF0001"
"2211","B4P8160","56C213A801AF0001"
"2212","B4P8161","15C213A801AF0001"
"2213","B4P8424","85C213A801AF0001"
"2214","B4P8531","FEC213A801AF0001"
"2215","B4P8162","D1C213A801AF0001"
"2216","B4P8163","49C213A801AF0001"
"2217","B4P8164","41C213A801AF0001"
"2218","B4P8165","36C213A801AF0001"
"2219","B4P8166","97C213A801AF0001"
"2220","B4P8167","E6C213A801AF0001"
"2221","B4P8168","C5C213A801AF0001"
"2222","B4P8705","CA2213A801AF0001"
"2223","B4P8024","2BC213A801AF0001"
"2224","B4P8202","1FC213A801AF0001"
"2225","B4P8169","01C213A801AF0001"
"2226","B4P8170","D5C213A801AF0001"
"2227","B4P8346","25C213A801AF0001"
"2228","B4P8171","1EC213A801AF0001"
"2229","B4H0164","E5C213A801AF0001"
"2230","B4P8109","2EC213A801AF0001"
"2231","B4P8491","A6C213A801AF0001"
"2232","B4P8124","39C213A801AF0001"
"2233","B4H0509","C1C213A801AF0001"
"2234","B4P8172","E02213A801AF0001"
"2235","B4P8173","D2C213A801AF0001"
"2236","B4E9146","7FC213A801AF0001"
"2237","B4P8174","81C213A801AF0001"
"2238","B4P8175","6FC213A801AF0001"
"2239","B4P8420","79C213A801AF0001"
"2240","B4P8176","89C213A801AF0001"
"2241","B4P8177","BEC213A801AF0001"
"2242","B4P8098","4AC213A801AF0001"
"2243","B4P8178","9AC213A801AF0001"
"2244","B4P8110","6AC213A801AF0001"
"2245","B4P8706","99C213A801AF0001"
"2246","B4P8179","302213A801AF0001"
"2247","B4P8215","A5C213A801AF0001"
"2248","B4P8180","CAC213A801AF0001"
"2249","B4P8228","E1C213A801AF0001"
"2250","B4P8576","3AC213A801AF0001"
"2251","B4P8181","59C213A801AF0001"
"2252","B4P8182","23C213A801AF0001"
"2253","B4P8183","BDC213A801AF0001"
"2254","B4P8184","A1690CA7C8000001"
"2255","B4P8185","A162FDABF6800001"
"2256","B4P8186","A16406ACBA100001"
"2257","B4P8187","A162FDABF4600001"
"2258","B4P8188","A17C9737A3200001"
"2259","B4P8391","A14D24898A400001"
"2260","B4H0571","A1796073BF200001"
"2261","B4H0389","A144AF0213800001"
"2262","B4P8189","A16406ACBBE00001"
"2263","B4P8112","A1796073BC200001"
"2264","B4P8190","2000000000008001"
"2265","B4P8172","8000000000008001"
"2266","B4P8191","4000000000008001"
"2267","B4P8337","A000000000008001"
"2268","B4H0852","6600000000008001"
"2269","B4P8192","E600000000008001"
"2270","B4P8598","C000000000008001"
"2271","B4P8210","A600000000008001"
"2272","B4P8506","4800000000008001"
"2273","B4P8286","1E00000000008001"
"2274","B4P8193","8800000000008001"
"2275","B4P8707","F000000000008001"
"2276","B4P8194","0800000000008001"
"2277","B4P8196","6500000000008001"
"2278","B4P8195","6000000000008001"
"2279","B4H0599","8D00000000008001"
"2280","B4P8344","A500000000008001"
"2281","B4P8224","0D00000000008001"
"2282","B4P8912","F300000000008001"
"2283","B4P9806","6180000000008001"
"2284","B4P9807","8980000000008001"
"2285","B4P8108","A180000000008001"
"2286","B4P9822","7440000000008001"
"2287","B4P9823","B440000000008001"
"2288","B4P8188","6C40000000008001"
"2289","B4P9824","9C40000000008001"
"2290","B4P8380","D140000000008001"
"2291","B4P9825","A240000000008001"
"2292","B4H0084","7140000000008001"
"2293","B4P9826","4140000000008001"
"2294","B4P9791","9B40000000008001"
"2295","B4P9792","8F40000000008001"
"2296","B4P8034","A740000000008001"
"2297","B4P9795","4B40000000008001"
"2298","B4H0577","8340000000008001"
"2299","B4P8937","3B40000000008001"
"2300","B4P9036","5E40000000008001"
"2301","B4P9796","BB40000000008001"
"2302","B4P9797","8B40000000008001"
"2303","B4P9798","F340000000008001"
"2304","B4P9799","C340000000008001"
"2305","B4P8411","E740000000008001"
"2306","B4P9800","0B40000000008001"
"2307","B4P9412","D700000000008001"
"2308","B4P9234","2C80000000008001"
"2309","B4P8936","B100000000008001"
"2310","B4P9102","9740000000008001"
"2311","B4P8954","5800000000008001"
"2312","B4P8345","AF40000000008001"
"2313","B4P9103","DB40000000008001"
"2314","B4P9104","3740000000008001"
"2315","B4P9211","5F00000000008001"
"2316","B4P9862","D540000000008001"
"2317","B4P9105","1740000000008001"
"2318","B4P9446","2480000000008001"
"2319","B4P9109","2F40000000008001"
"2320","B4P8513","1F40000000008001"
"2321","B4P9110","B540000000008001"
"2322","B4P8319","2340000000008001"
"2323","B4P9106","6340000000008001"
"2324","B4P8133","A340000000008001"
"2325","B4P9107","EF40000000008001"
"2326","B4P9108","9D40000000008001"
"2327","B4P9118","64C0000000008001"
"2328","B4P9119","A2C0000000008001"
"2329","B4P9120","3AC0000000008001"
"2330","B4P9121","2AC0000000008001"
"2331","B4P9116","5D40000000008001"
"2332","B4P9403","6D00000000008001"
"2333","B4P9117","E2C0000000008001"
"2334","B4P9122","F2C0000000008001"
"2335","B4P9123","9CC0000000008001"
"2336","B4P9124","EAC0000000008001"
"2337","B4P9125","40C0000000008001"
"2338","B4P8081","12C0000000008001"
"2339","B4P9133","0AC0000000008001"
"2340","B4P9134","ECC0000000008001"
"2341","B4P9135","30C0000000008001"
"2342","B4P9813","C980000000008001"
"2343","B4P9832","5AC0000000008001"
"2344","B4P9136","DCC0000000008001"
"2345","B4P9137","92C0000000008001"
"2346","B4P9138","A5C0000000008001"
"2347","B4P9139","F6C0000000008001"
"2348","B4P9126","F4C0000000008001"
"2349","B4P9127","74C0000000008001"
"2350","B4P9128","BCC0000000008001"
"2351","B4P9129","62C0000000008001"
"2352","B4P9130","42C0000000008001"
"2353","B4P9131","CAC0000000008001"
"2354","B4P9132","84C0000000008001"
"2355","B4P9809","E180000000008001"
"2356","B4P8823","B4C0000000008001"
"2357","B4P9111","3540000000008001"
"2358","B4P9112","ED40000000008001"
"2359","B4P9113","CF40000000008001"
"2360","B4P8276","1D40000000008001"
"2361","B4P9727","8E40000000008001"
"2362","B4P8625","8380000000008001"
"2363","B4P9114","7540000000008001"
"2364","B4P9115","7B40000000008001"
"2365","B4P9497","3580000000008001"
"2366","B4P9213","56C0000000008001"
"2367","B4P9037","6140000000008001"
"2368","B4P9140","65C0000000008001"
"2369","B4P9141","CEC0000000008001"
"2370","B4P9845","FA40000000008001"
"2371","B4P9142","11C0000000008001"
"2372","B4P9143","15C0000000008001"
"2373","B4P8430","EDC0000000008001"
"2374","B4P9144","B5C0000000008001"
"2375","B4P9422","C700000000008001"
"2376","B4P9145","16C0000000008001"
"2377","B4P9146","0DC0000000008001"
"2378","B4P9147","1DC0000000008001"
"2379","B4P9148","D1C0000000008001"
"2380","B4P9149","85C0000000008001"
"2381","B4P9150","5DC0000000008001"
"2382","B4P9151","25C0000000008001"
"2383","B4P9869","4340000000008001"
"2384","B4P9152","45C0000000008001"
"2385","B4P8945","0900000000008001"
"2386","B4P9218","1F00000000008001"
"2387","B4P9155","50C0000000008001"
"2388","B4P8940","E200000000008001"
"2389","B4P9156","D4C0000000008001"
"2390","B4P9157","70C0000000008001"
"2391","B4H0570","61C0000000008001"
"2392","B4P8675","0840000000008001"
"2393","B4P9153","49C0000000008001"
"2394","B4P9154","22C0000000008001"
"2395","B4P9158","7CC0000000008001"
"2396","B4P9159","02C0000000008001"
"2397","B4P9042","9E40000000008001"
"2398","B4P9160","18C0000000008001"
"2399","B4P8860","3200000000008001"
"2400","B4P9161","68C0000000008001"
"2401","B4P9162","80C0000000008001"
"2402","B4P9163","C2C0000000008001"
"2403","B4P9164","DAC0000000008001"
"2404","B4P9165","34C0000000008001"
"2405","B4P9166","AAC0000000008001"
"2406","B4P9167","60C0000000008001"
"2407","B4P9168","D0C0000000008001"
"2408","B4P9169","6CC0000000008001"
"2409","B4P8116","E0C0000000008001"
"2410","B4P9170","28C0000000008001"
"2411","B4P9171","3CC0000000008001"
"2412","B4P8396","A0C0000000008001"
"2413","B4P9172","24C0000000008001"
"2414","B4H0006","10C0000000008001"
"2415","B4P9716","E940000000008001"
"2416","B4P9173","51C0000000008001"
"2417","B4P9284","7D80000000008001"
"2418","B4P8692","6440000000008001"
"2419","B4P8539","78C0000000008001"
"2420","B4P8370","1CC0000000008001"
"2421","B4P9174","91C0000000008001"
"2422","B4P9175","C8C0000000008001"
"2423","B4P9176","8CC0000000008001"
"2424","B4P9177","76C0000000008001"
"2425","B4P9031","66C0000000008001"
"2426","B4P9178","69C0000000008001"
"2427","B4P9184","E5C0000000008001"
"2428","B4P9774","2640000000008001"
"2429","B4P8956","9800000000008001"
"2430","B4P9179","E4C0000000008001"
"2431","B4P9180","14C0000000008001"
"2432","B4P8695","4840000000008001"
"2433","B4P9181","20C0000000008001"
"2434","B4P9182","F1C0000000008001"
"2435","B4P9183","46C0000000008001"
"2436","B4P9185","88C0000000008001"
"2437","B4P9186","E8C0000000008001"
"2438","B4P9187","F8C0000000008001"
"2439","B4P8663","8840000000008001"
"2440","B4P9188","D2C0000000008001"
"2441","B4P8493","B2C0000000008001"
"2442","B4P9189","B0C0000000008001"
"2443","B4P9729","F240000000008001"
"2444","B4P8009","00C0000000008001"
"2445","B4P9190","72C0000000008001"
"2446","B4P9191","0CC0000000008001"
"2447","B4P8442","6AC0000000008001"
"2448","B4P9192","52C0000000008001"
"2449","B4P9027","8580000000008001"
"2450","B4P9462","3A80000000008001"
"2451","B4P8939","C900000000008001"
"2452","B4P9193","82C0000000008001"
"2453","B4P9781","D940000000008001"
"2454","B4P9132","A4C0000000008001"
"2455","B4P9194","FCC0000000008001"
"2456","B4P9195","98C0000000008001"
"2457","B4P9134","FF40000000008001"
"2458","B4P9196","7F40000000008001"
"2459","B4P8063","C0C0000000008001"
"2460","B4P9197","38C0000000008001"
"2461","B4P9199","2CC0000000008001"
"2462","B4P9200","1AC0000000008001"
"2463","B4P8048","4CC0000000008001"
"2464","B4P9052","90C0000000008001"
"2465","B4P9053","B8C0000000008001"
"2466","B4P9054","ACC0000000008001"
"2467","B4P9055","48C0000000008001"
"2468","B4P9056","4AC0000000008001"
"2469","B4P9126","9AC0000000008001"
"2470","B4P9198","A8C0000000008001"
"2471","B4P9895","B740000000008001"
"2472","B4P8262","F0C0000000008001"
"2473","B4P8581","5CC0000000008001"
"2474","B4P9464","1680000000008001"
"2475","B4P9057","CCC0000000008001"
"2476","B4H0003","44C0000000008001"
"2477","B4H1703","C4C0000000008001"
"2478","B4P9058","54C0000000008001"
"2479","B4P9059","94C0000000008001"
"2480","B4P9060","D8C0000000008001"
"2481","B4P9407","3700000000008001"
"2482","B4P9061","04C0000000008001"
"2483","B4P8918","3400000000008001"
"2484","B4P9062","32C0000000008001"
"2485","B4P9063","58C0000000008001"
"2486","B4P9246","5080000000008001"
"2487","B4P9064","4EC0000000008001"
"2488","B4P9065","81C0000000008001"
"2489","B4P8571","39C0000000008001"
"2490","B4P8655","9040000000008001"
"2491","B4P9066","C6C0000000008001"
"2492","B4H0033","A9C0000000008001"
"2493","B4P9067","8AC0000000008001"
"2494","B4P9068","75C0000000008001"
"2495","B4P9069","95C0000000008001"
"2496","B4P9070","7AC0000000008001"
"2497","B4P9071","2EC0000000008001"
"2498","B4P9012","DE80000000008001"
"2499","B4P8616","2380000000008001"
"2500","B4P9072","B6C0000000008001"
"2501","B4P9249","8A80000000008001"
"2502","B4P9073","BF40000000008001"
"2503","B4P9250","4A80000000008001"
"2504","B4P9074","E9C0000000008001"
"2505","B4P8265","08C0000000008001"
"2506","B4P9463","2E80000000008001"
"2507","B4P9075","ADC0000000008001"
"2508","B4P8370","26C0000000008001"
"2509","B4P9841","CA40000000008001"
"2510","B4P9712","96C0000000008001"
"2511","B4P9076","DEC0000000008001"
"2512","B4P8414","79C0000000008001"
"2513","B4P8664","D380000000008001"
"2514","B4P9072","19C0000000008001"
"2515","B4P9077","3DC0000000008001"
"2516","B4P8818","6800000000008001"
"2517","B4P9078","2DC0000000008001"
"2518","B4P8661","1D80000000008001"
"2519","B4P9079","EEC0000000008001"
"2520","B4P8968","A900000000008001"
"2521","B4P9080","71C0000000008001"
"2522","B4P8561","D6C0000000008001"
"2523","B4P8665","FD80000000008001"
"2524","B4P9081","6DC0000000008001"
"2525","B4P8714","05C0000000008001"
"2526","B4P9507","FB40000000008001"
"2527","B4P8492","DDC0000000008001"
"2528","B4P9430","4F00000000008001"
"2529","B4P9082","41C0000000008001"
"2530","B4P9847","7C40000000008001"
"2531","B4P9083","D9C0000000008001"
"2532","B4P9084","7EC0000000008001"
"2533","B4P9085","36C0000000008001"
"2534","B4P8012","21C0000000008001"
"2535","B4P8691","7F80000000008001"
"2536","B4P9086","FAC0000000008001"
"2537","B4P9254","5680000000008001"
"2538","B4P9087","E6C0000000008001"
"2539","B4P9088","86C0000000008001"
"2540","B4P9089","09C0000000008001"
"2541","B4H0234","D5C0000000008001"
"2542","B4H0590","A1C0000000008001"
"2543","B4P9090","FEC0000000008001"
"2544","B4H0377","F5C0000000008001"
"2545","B4P8972","CE00000000008001"
"2546","B4P9752","DC40000000008001"
"2547","B4P9091","1EC0000000008001"
"2548","B4P9092","8EC0000000008001"
"2549","B4P9093","99C0000000008001"
"2550","B4P9094","6EC0000000008001"
"2551","B4P8878","8100000000008001"
"2552","B4P9095","9DC0000000008001"
"2553","B4P9096","F9C0000000008001"
"2554","B4P9097","4DC0000000008001"
"2555","B4P9098","0EC0000000008001"
"2556","B4P9401","ED00000000008001"
"2557","B4P9099","BAC0000000008001"
"2558","B4P9100","29C0000000008001"
"2559","B4P9851","55C0000000008001"
"2560","B4P9510","A6C0000000008001"
"2561","B4P9512","59C0000000008001"
"2562","B4P8950","7400000000008001"
"2563","B4P9513","9EC0000000008001"
"2564","B4P9514","8DC0000000008001"
"2565","B4P8917","2C00000000008001"
"2566","B4P8658","E040000000008001"
"2567","B4P9515","35C0000000008001"
"2568","B4P9516","C9C0000000008001"
"2569","B4P8200","9300000000008001"
"2570","B4P9517","CDC0000000008001"
"2571","B4P9518","31C0000000008001"
"2572","B4P9138","BEC0000000008001"
"2573","B4P9801","BD00000000008001"
"2574","B4P9519","AEC0000000008001"
"2575","B4P8829","7000000000008001"
"2576","B4P9520","C5C0000000008001"
"2577","B4P9521","B9C0000000008001"
"2578","B4P9522","3EC0000000008001"
"2579","B4P9788","5640000000008001"
"2580","B4P9465","E680000000008001"
"2581","B4P9814","0580000000008001"
"2582","B4P9523","C1C0000000008001"
"2583","B4P9524","06C0000000008001"
"2584","B4P9525","5820000000008001"
"2585","B4P9526","3820000000008001"
"2586","B4P9527","0820000000008001"
"2587","B4P9528","9FC0000000008001"
"2588","B4P8474","A820000000008001"
"2589","B4P8330","8820000000008001"
"2590","B4P8330","B7C0000000008001"
"2591","B4H0096","B1C0000000008001"
"2592","B4P8197","5300000000008001"
"2593","B4P9810","4980000000008001"
"2594","B4P8872","5E00000000008001"
"2595","B4P9529","07C0000000008001"
"2596","B4P9530","01C0000000008001"
"2597","B4P9531","D020000000008001"
"2598","B4P9532","9BC0000000008001"
"2599","B4P9081","43C0000000008001"
"2600","B4P9533","CFC0000000008001"
"2601","B4P9535","CBC0000000008001"
"2602","B4P9534","3020000000008001"
"2603","B4P8004","9020000000008001"
"2604","B4P8845","A200000000008001"
"2605","B4P9536","C7C0000000008001"
"2606","B4P9745","2C40000000008001"
"2607","B4P8555","E1C0000000008001"
"2608","B4P9812","F980000000008001"
"2609","B4P9537","A020000000008001"
"2610","B4P9890","8D40000000008001"
"2611","B4P9538","89C0000000008001"
"2612","B4P9539","5EC0000000008001"
"2613","B4P9276","6B80000000008001"
"2614","B4P9051","8640000000008001"
"2615","B4E9273","2420000000008001"
"2616","B4P9583","CE20000000008001"
"2617","B4P9734","3440000000008001"
"2618","B4E9484","2820000000008001"
"2619","B4P9540","67C0000000008001"
"2620","B4P9541","7020000000008001"
"2621","B4P9542","FFC0000000008001"
"2622","B4P9241","BC80000000008001"
"2623","B4P9543","8020000000008001"
"2624","B4H0544","B020000000008001"
"2625","B4P9483","1020000000008001"
"2626","B4P9544","AFC0000000008001"
"2627","B4P9545","F3C0000000008001"
"2628","B4P9546","2020000000008001"
"2629","B4P9480","A280000000008001"
"2630","B4P9121","73C0000000008001"
"2631","B4P8339","BBC0000000008001"
"2632","B4P9547","C020000000008001"
"2633","B4P9548","A7C0000000008001"
"2634","B4P9549","77C0000000008001"
"2635","B4P8962","F900000000008001"
"2636","B4P9244","E100000000008001"
"2637","B4P9550","E820000000008001"
"2638","B4P9831","EA40000000008001"
"2639","B4P9786","7D40000000008001"
"2640","B4P9552","53C0000000008001"
"2641","B4P9555","13C0000000008001"
"2642","B4P8534","83C0000000008001"
"2643","B4P9561","4620000000008001"
"2644","B4P8619","DB00000000008001"
"2645","B4H0615","3220000000008001"
"2646","B4P9536","8BC0000000008001"
"2647","B4P9557","0C20000000008001"
"2648","B4P8630","EB80000000008001"
"2649","B4P9558","FC20000000008001"
"2650","B4P9265","3D80000000008001"
"2651","B4P9559","BA20000000008001"
"2652","B4P9554","6FC0000000008001"
"2653","B4P9560","9E20000000008001"
"2654","B4P9874","FD40000000008001"
"2655","B4P9556","3FC0000000008001"
"2656","B4P9562","3620000000008001"
"2657","B4P9563","C420000000008001"
"2658","B4P9532","7BC0000000008001"
"2659","B4P9551","37C0000000008001"
"2660","B4P9564","93C0000000008001"
"2661","B4P9565","1820000000008001"
"2662","B4P9566","03C0000000008001"
"2663","B4P9567","57C0000000008001"
"2664","B4P8958","B900000000008001"
"2665","B4P9239","9C80000000008001"
"2666","B4P9568","4FC0000000008001"
"2667","B4P9569","DFC0000000008001"
"2668","B4P9570","B3C0000000008001"
"2669","B4P9571","87C0000000008001"
"2670","B4P8935","8C00000000008001"
"2671","B4P9487","4580000000008001"
"2672","B4P9773","3E40000000008001"
"2673","B4P9572","EFC0000000008001"
"2674","B4P9573","9820000000008001"
"2675","B4P9574","23C0000000008001"
"2676","B4P9575","5FC0000000008001"
"2677","B4P9576","D820000000008001"
"2678","B4H1946","DBC0000000008001"
"2679","B4P9577","2BC0000000008001"
"2680","B4P9578","E7C0000000008001"
"2681","B4P9579","6820000000008001"
"2682","B4P9580","27C0000000008001"
"2683","B4P9581","4020000000008001"
"2684","B4P9582","8FC0000000008001"
"2685","B4P9583","FDC0000000008001"
"2686","B4P9584","E3C0000000008001"
"2687","B4P9585","4820000000008001"
"2688","B4P9301","EBC0000000008001"
"2689","B4P9261","FE80000000008001"
"2690","B4P9304","E020000000008001"
"2691","B4P9303","3BC0000000008001"
"2692","B4P9302","0020000000008001"
"2693","B4P9305","17C0000000008001"
"2694","B3Y5511","C3C0000000008001"
"2695","B4P9306","6BC0000000008001"
"2696","B4P9206","B600000000008001"
"2697","B4P9516","2FC0000000008001"
"2698","B4P9307","63C0000000008001"
"2699","B4P9221","5880000000008001"
"2700","B4P9586","1BC0000000008001"
"2701","B4P9587","F020000000008001"
"2702","B4P9588","D7C0000000008001"
"2703","B4P9589","47C0000000008001"
"2704","B4P9590","BDC0000000008001"
"2705","B4P9591","BFC0000000008001"
"2706","B4H0629","33C0000000008001"
"2707","B4P9592","97C0000000008001"
"2708","B4P9593","7DC0000000008001"
"2709","B4P9594","6020000000008001"
"2710","B4P9595","0FC0000000008001"
"2711","B4P9596","ABC0000000008001"
"2712","B4P9597","4BC0000000008001"
"2713","B4P9598","7FC0000000008001"
"2714","B4P9599","5BC0000000008001"
"2715","B4P9308","F7C0000000008001"
"2716","B4P9092","C820000000008001"
"2717","B4P9309","0BC0000000008001"
"2718","B4P9310","1FC0000000008001"
"2719","B4P9311","D3C0000000008001"
"2720","B4P9313","A3C0000000008001"
"2721","B4P9312","FBC0000000008001"
"2722","B4P9410","CD00000000008001"
"2723","B4P9857","6B40000000008001"
"2724","B4P9314","5420000000008001"
"2725","B4P9315","5020000000008001"
"2726","B4P9402","DD00000000008001"
"2727","B4P9316","BC20000000008001"
"2728","B4P9317","4A20000000008001"
"2729","B4P8017","5E20000000008001"
"2730","B4P9318","6E20000000008001"
"2731","B4P9319","EA20000000008001"
"2732","B4P8620","2B00000000008001"
"2733","B4P9320","F220000000008001"
"2734","B4P9839","2140000000008001"
"2735","B4P9321","D220000000008001"
"2736","B4P9322","CC20000000008001"
"2737","B4P9323","9220000000008001"
