"","sunrise","sunset","yday"
"1",7.135,15.5702777777778,1
"2",7.13416666666667,15.5863888888889,2
"3",7.1325,15.6030555555556,3
"4",7.13,15.6205555555556,4
"5",7.12666666666667,15.6383333333333,5
"6",7.12277777777778,15.6569444444444,6
"7",7.11777777777778,15.6761111111111,7
"8",7.11222222222222,15.6955555555556,8
"9",7.10583333333333,15.7158333333333,9
"10",7.09861111111111,15.7363888888889,10
"11",7.09055555555556,15.7577777777778,11
"12",7.08194444444444,15.7791666666667,12
"13",7.0725,15.8013888888889,13
"14",7.0625,15.8238888888889,14
"15",7.05138888888889,15.8466666666667,15
"16",7.03972222222222,15.87,16
"17",7.0275,15.8936111111111,17
"18",7.01444444444444,15.9175,18
"19",7.00083333333333,15.9416666666667,19
"20",6.98638888888889,15.9663888888889,20
"21",6.97111111111111,15.9911111111111,21
"22",6.95555555555556,16.0163888888889,22
"23",6.93916666666667,16.0416666666667,23
"24",6.92222222222222,16.0672222222222,24
"25",6.90444444444445,16.0930555555556,25
"26",6.88638888888889,16.1188888888889,26
"27",6.8675,16.1452777777778,27
"28",6.84805555555556,16.1713888888889,28
"29",6.82805555555556,16.1977777777778,29
"30",6.8075,16.2244444444444,30
"31",6.78638888888889,16.2511111111111,31
"32",6.76472222222222,16.2777777777778,32
"33",6.7425,16.3047222222222,33
"34",6.71972222222222,16.3316666666667,34
"35",6.69666666666667,16.3586111111111,35
"36",6.67277777777778,16.3855555555556,36
"37",6.64861111111111,16.4125,37
"38",6.62416666666667,16.4397222222222,38
"39",6.59888888888889,16.4666666666667,39
"40",6.57333333333333,16.4936111111111,40
"41",6.5475,16.5205555555556,41
"42",6.52111111111111,16.5477777777778,42
"43",6.49416666666667,16.5747222222222,43
"44",6.46694444444444,16.6016666666667,44
"45",6.43944444444444,16.6283333333333,45
"46",6.41138888888889,16.6552777777778,46
"47",6.38305555555556,16.6819444444444,47
"48",6.35444444444444,16.7086111111111,48
"49",6.32527777777778,16.7352777777778,49
"50",6.29583333333333,16.7619444444444,50
"51",6.26611111111111,16.7883333333333,51
"52",6.23611111111111,16.8147222222222,52
"53",6.20583333333333,16.8411111111111,53
"54",6.17527777777778,16.8672222222222,54
"55",6.14444444444444,16.8933333333333,55
"56",6.11305555555556,16.9194444444444,56
"57",6.08166666666667,16.9452777777778,57
"58",6.05,16.9711111111111,58
"59",6.01805555555556,16.9969444444444,59
"60",5.98583333333333,17.0225,60
"61",5.95361111111111,17.0483333333333,61
"62",5.92111111111111,17.0736111111111,62
"63",5.88833333333333,17.0991666666667,63
"64",5.85527777777778,17.1244444444444,64
"65",5.82222222222222,17.1494444444444,65
"66",5.78888888888889,17.1747222222222,66
"67",5.75527777777778,17.1997222222222,67
"68",5.72166666666667,17.2247222222222,68
"69",5.68805555555556,17.2494444444444,69
"70",5.65416666666667,17.2744444444444,70
"71",5.62027777777778,17.2991666666667,71
"72",5.58611111111111,17.3238888888889,72
"73",5.55194444444444,17.3483333333333,73
"74",5.5175,17.3727777777778,74
"75",5.48333333333333,17.3972222222222,75
"76",5.44888888888889,17.4216666666667,76
"77",5.41444444444444,17.4461111111111,77
"78",5.37972222222222,17.4702777777778,78
"79",5.34527777777778,17.4947222222222,79
"80",5.31055555555556,17.5188888888889,80
"81",5.27611111111111,17.5430555555556,81
"82",5.24138888888889,17.5672222222222,82
"83",5.20666666666667,17.5913888888889,83
"84",5.17222222222222,17.6152777777778,84
"85",5.1375,17.6394444444444,85
"86",5.10305555555556,17.6636111111111,86
"87",5.06833333333333,17.6875,87
"88",5.03388888888889,17.7116666666667,88
"89",4.99944444444444,17.7355555555556,89
"90",4.96527777777778,17.7594444444444,90
"91",4.93083333333333,17.7836111111111,91
"92",4.89666666666667,17.8075,92
"93",4.86277777777778,17.8316666666667,93
"94",4.82861111111111,17.8555555555556,94
"95",4.79472222222222,17.8794444444444,95
"96",4.76111111111111,17.9036111111111,96
"97",4.7275,17.9275,97
"98",4.69388888888889,17.9516666666667,98
"99",4.66055555555556,17.9755555555556,99
"100",4.6275,17.9997222222222,100
"101",4.59444444444444,18.0238888888889,101
"102",4.56166666666667,18.0477777777778,102
"103",4.52916666666667,18.0719444444444,103
"104",4.49666666666667,18.0961111111111,104
"105",4.46444444444444,18.1202777777778,105
"106",4.4325,18.1444444444444,106
"107",4.40083333333333,18.1686111111111,107
"108",4.36916666666667,18.1927777777778,108
"109",4.33805555555556,18.2166666666667,109
"110",4.30694444444444,18.2408333333333,110
"111",4.27611111111111,18.265,111
"112",4.24555555555555,18.2891666666667,112
"113",4.21555555555556,18.3133333333333,113
"114",4.18555555555556,18.3375,114
"115",4.15611111111111,18.3616666666667,115
"116",4.12666666666667,18.3858333333333,116
"117",4.09777777777778,18.4097222222222,117
"118",4.06916666666667,18.4338888888889,118
"119",4.04083333333333,18.4577777777778,119
"120",4.01305555555556,18.4819444444444,120
"121",3.98527777777778,18.5058333333333,121
"122",3.95805555555556,18.5294444444444,122
"123",3.93138888888889,18.5533333333333,123
"124",3.905,18.5769444444444,124
"125",3.87888888888889,18.6005555555556,125
"126",3.85333333333333,18.6238888888889,126
"127",3.82805555555556,18.6475,127
"128",3.80333333333333,18.6705555555556,128
"129",3.77916666666667,18.6936111111111,129
"130",3.75527777777778,18.7166666666667,130
"131",3.73194444444444,18.7394444444444,131
"132",3.70916666666667,18.7622222222222,132
"133",3.68666666666667,18.7847222222222,133
"134",3.66472222222222,18.8069444444444,134
"135",3.64333333333333,18.8288888888889,135
"136",3.6225,18.8508333333333,136
"137",3.60222222222222,18.8722222222222,137
"138",3.58222222222222,18.8936111111111,138
"139",3.56305555555556,18.9147222222222,139
"140",3.54444444444444,18.9355555555556,140
"141",3.52638888888889,18.9561111111111,141
"142",3.50861111111111,18.9761111111111,142
"143",3.49166666666667,18.9961111111111,143
"144",3.47527777777778,19.0155555555556,144
"145",3.45972222222222,19.0347222222222,145
"146",3.44444444444444,19.0536111111111,146
"147",3.43,19.0719444444444,147
"148",3.41611111111111,19.0897222222222,148
"149",3.40305555555556,19.1075,149
"150",3.39027777777778,19.1244444444444,150
"151",3.37861111111111,19.1411111111111,151
"152",3.36722222222222,19.1572222222222,152
"153",3.35666666666667,19.1730555555556,153
"154",3.34694444444444,19.1880555555556,154
"155",3.33777777777778,19.2027777777778,155
"156",3.32916666666667,19.2169444444444,156
"157",3.32138888888889,19.2302777777778,157
"158",3.31444444444444,19.2433333333333,158
"159",3.30805555555556,19.2558333333333,159
"160",3.30222222222222,19.2675,160
"161",3.2975,19.2788888888889,161
"162",3.29333333333333,19.2894444444444,162
"163",3.28972222222222,19.2991666666667,163
"164",3.28694444444444,19.3086111111111,164
"165",3.285,19.3172222222222,165
"166",3.28361111111111,19.3252777777778,166
"167",3.28305555555556,19.3325,167
"168",3.28333333333333,19.3391666666667,168
"169",3.28416666666667,19.345,169
"170",3.28555555555556,19.3502777777778,170
"171",3.28805555555556,19.3547222222222,171
"172",3.29083333333333,19.3583333333333,172
"173",3.29472222222222,19.3616666666667,173
"174",3.29916666666667,19.3638888888889,174
"175",3.30416666666667,19.3655555555556,175
"176",3.31,19.3663888888889,176
"177",3.31638888888889,19.3663888888889,177
"178",3.32333333333333,19.3658333333333,178
"179",3.33111111111111,19.3644444444444,179
"180",3.33972222222222,19.3625,180
"181",3.34861111111111,19.3597222222222,181
"182",3.35833333333333,19.3561111111111,182
"183",3.36861111111111,19.3516666666667,183
"184",3.37944444444444,19.3466666666667,184
"185",3.39111111111111,19.3411111111111,185
"186",3.40305555555556,19.3344444444444,186
"187",3.41555555555556,19.3272222222222,187
"188",3.42888888888889,19.3194444444444,188
"189",3.4425,19.3108333333333,189
"190",3.45666666666667,19.3013888888889,190
"191",3.47138888888889,19.2913888888889,191
"192",3.48638888888889,19.2805555555556,192
"193",3.50222222222222,19.2691666666667,193
"194",3.51833333333333,19.2572222222222,194
"195",3.53472222222222,19.2444444444444,195
"196",3.55166666666667,19.2308333333333,196
"197",3.56916666666667,19.2169444444444,197
"198",3.58694444444444,19.2022222222222,198
"199",3.605,19.1866666666667,199
"200",3.62333333333333,19.1708333333333,200
"201",3.64222222222222,19.1541666666667,201
"202",3.66138888888889,19.1369444444444,202
"203",3.68083333333333,19.1191666666667,203
"204",3.70055555555556,19.1008333333333,204
"205",3.72055555555556,19.0816666666667,205
"206",3.74083333333333,19.0622222222222,206
"207",3.76138888888889,19.0422222222222,207
"208",3.78222222222222,19.0213888888889,208
"209",3.80305555555556,19.0002777777778,209
"210",3.82444444444444,18.9786111111111,210
"211",3.84583333333333,18.9563888888889,211
"212",3.86722222222222,18.9338888888889,212
"213",3.88888888888889,18.9105555555556,213
"214",3.91083333333333,18.8869444444444,214
"215",3.93277777777778,18.8627777777778,215
"216",3.955,18.8383333333333,216
"217",3.97722222222222,18.8130555555556,217
"218",3.99972222222222,18.7877777777778,218
"219",4.02222222222222,18.7616666666667,219
"220",4.04472222222222,18.7355555555556,220
"221",4.06722222222222,18.7088888888889,221
"222",4.09,18.6816666666667,222
"223",4.11277777777778,18.6541666666667,223
"224",4.13555555555556,18.6263888888889,224
"225",4.15833333333333,18.5980555555556,225
"226",4.18138888888889,18.5694444444444,226
"227",4.20416666666667,18.5405555555556,227
"228",4.22722222222222,18.5111111111111,228
"229",4.25,18.4816666666667,229
"230",4.27305555555556,18.4516666666667,230
"231",4.29611111111111,18.4213888888889,231
"232",4.31916666666667,18.3908333333333,232
"233",4.34194444444444,18.36,233
"234",4.365,18.3288888888889,234
"235",4.38805555555556,18.2977777777778,235
"236",4.41083333333333,18.2661111111111,236
"237",4.43388888888889,18.2341666666667,237
"238",4.45666666666667,18.2019444444444,238
"239",4.47972222222222,18.1697222222222,239
"240",4.5025,18.1372222222222,240
"241",4.52555555555556,18.1044444444444,241
"242",4.54833333333333,18.0713888888889,242
"243",4.57111111111111,18.0383333333333,243
